time,Label1,Label2
2022/7/18 3:52,11076.514803069938,8817.897721073605
2022/7/18 3:54,11061.109855274004,8819.486980716358
2022/7/18 3:56,11176.418076608514,8713.968355838397
2022/7/18 3:58,11147.741129630258,8694.858064001766
2022/7/18 4:00,11113.206813965131,8748.3101794631
2022/7/18 4:02,10982.795549279579,8720.436827240914
2022/7/18 4:04,11062.937941474165,8791.295160821914
2022/7/18 4:06,11040.87454829553,8822.305071424702
2022/7/18 4:08,10976.538740446706,8804.016359258323
2022/7/18 4:10,10891.402166812453,8827.793191023044
2022/7/18 4:12,10950.006376789208,8691.683532143315
2022/7/18 4:14,11307.07643245626,8949.416768877909
2022/7/18 4:16,11013.84440044454,8740.261189847819
2022/7/18 4:18,10868.39492859788,8858.046543251055
2022/7/18 4:20,10842.281291542145,8738.538285547223
2022/7/18 4:22,11198.47277974419,9041.824194181716
2022/7/18 4:24,11118.389778541834,8943.682124951023
2022/7/18 4:26,11625.08334577703,9019.760254400286
2022/7/18 4:28,11216.240970751884,9085.92413542321
2022/7/18 4:30,10840.873704898195,8982.061177553785
2022/7/18 4:32,10751.138106448821,9028.19932587157
2022/7/18 4:34,10946.726098937812,9074.793799935827
2022/7/18 4:36,11887.15037680657,9098.276996469773
2022/7/18 4:38,11266.819920001186,9282.475071180688
2022/7/18 4:40,10887.057505432378,9170.855384931145
2022/7/18 4:42,11116.136289765402,9327.266776991966
2022/7/18 4:44,11372.61458099264,9314.055188854707
2022/7/18 4:46,11362.07248787356,9308.987067903248
2022/7/18 4:48,11881.711910025278,9419.816133391223
2022/7/18 4:50,11732.896690631598,9444.642776051769
2022/7/18 4:52,12238.407395829308,9466.491886685517
2022/7/18 4:54,12669.228695904412,9553.662820523416
2022/7/18 4:56,12866.096031638443,9748.899697391607
2022/7/18 4:58,12564.994795966819,9957.329504358198
2022/7/18 5:00,12577.970122297653,10235.424953183743
2022/7/18 5:02,12756.843230406057,10106.321267240588
2022/7/18 5:04,12283.766012253383,10543.488093149981
2022/7/18 5:06,12749.9759090992,10651.34155245302
2022/7/18 5:08,11726.10290020682,10884.346263519383
2022/7/18 5:10,12021.869037944107,11324.679016578231
2022/7/18 5:12,12490.612476027694,11420.597874311547
2022/7/18 5:14,12587.529579103639,11376.80454910783
2022/7/18 5:16,12632.816489408024,11472.996474644668
2022/7/18 5:18,12490.963751384366,11814.356700581891
2022/7/18 5:20,12346.215391482816,11904.379414634399
2022/7/18 5:22,12576.054624277152,11815.68527564253
2022/7/18 5:24,12948.783113897845,12110.230750203049
2022/7/18 5:26,12474.620294441042,12015.672356646339
2022/7/18 5:28,12613.479921925596,11476.01218919627
2022/7/18 5:30,12457.408871209132,11464.087286370846
2022/7/18 5:32,13299.060305792038,11416.33237735126
2022/7/18 5:34,12022.658297931966,11299.124157471006
2022/7/18 5:36,13286.340335399009,11043.514654844612
2022/7/18 5:38,11876.776876646656,10914.286361028608
2022/7/18 5:40,12839.842133471033,10450.387147671456
2022/7/18 5:42,13027.75468973028,10280.212414734247
2022/7/18 5:44,12359.220064847796,10387.703450090128
2022/7/18 5:46,12181.777243497303,10255.977869944974
2022/7/18 5:48,12071.772919672496,9946.200483048084
2022/7/18 5:50,12482.179614796869,9908.801523480013
2022/7/18 5:52,11747.755118523191,9698.21306313581
2022/7/18 5:54,11751.112052299097,9629.773000142619
2022/7/18 5:56,12244.337027888852,9694.434408419063
2022/7/18 5:58,11835.659477282401,9748.947622680178
2022/7/18 6:00,11741.717983655224,9526.743318192606
2022/7/18 6:02,11712.803557971207,9599.170271169627
2022/7/18 6:04,11515.022210739915,9415.677483501157
2022/7/18 6:06,11605.335236913817,9546.749269250598
2022/7/18 6:08,11327.705177828233,9482.495489487286
2022/7/18 6:10,11748.344185914491,9699.748223982422
2022/7/18 6:12,11558.563215177806,9945.721328193124
2022/7/18 6:14,11560.178148427001,9822.09798754265
2022/7/18 6:16,11611.783268577774,9623.807412770562
2022/7/18 6:18,11580.7838416511,9918.973429587071
2022/7/18 6:20,11693.531628319713,10245.146584468788
2022/7/18 6:22,11547.698308146204,10047.650987779405
2022/7/18 6:24,11786.8303876412,10121.926516790843
2022/7/18 6:26,11785.101454546788,10005.207298907519
2022/7/18 6:28,11939.965992079604,9942.092890825403
2022/7/18 6:30,12209.357657357386,9949.32041933368
2022/7/18 6:32,12606.84000086008,9931.072513626297
2022/7/18 6:34,12919.511919747036,10044.825055463325
2022/7/18 6:36,12658.211657468026,10134.50662229181
2022/7/18 6:38,13496.876209042242,10129.450730570747
2022/7/18 6:40,13337.125167286098,10264.115652297995
2022/7/18 6:42,14321.385042701957,10313.282976199042
2022/7/18 6:44,13715.690622668095,10377.012176715783
2022/7/18 6:46,12773.308084147464,10841.33784661015
2022/7/18 6:48,13516.353455014414,11352.40932360705
2022/7/18 6:50,14145.074003914984,11539.18364700481
2022/7/18 6:52,14346.78391175939,12134.685969205271
2022/7/18 6:54,14059.20461831773,12310.422016326118
2022/7/18 6:56,14730.285245104074,13411.757768333602
2022/7/18 6:58,15137.468932149479,14121.51561577834
2022/7/18 7:00,15891.369235429425,14578.848966502484
2022/7/18 7:02,17348.646883316494,15439.430282147936
2022/7/18 7:04,16837.978564603916,16370.107740180794
2022/7/18 7:06,15331.316524203254,16839.401533955417
2022/7/18 7:08,16050.297422766193,16818.17452266207
2022/7/18 7:10,15021.176593154749,15855.580635938979
2022/7/18 7:12,15285.607345392078,15383.773153110795
2022/7/18 7:14,15709.976160928141,15657.975865490831
2022/7/18 7:16,15227.814896499365,14942.511570880648
2022/7/18 7:18,15117.57987306674,13993.791747417978
2022/7/18 7:20,14859.421431365769,13532.49220901913
2022/7/18 7:22,15245.528226137912,13004.29787204385
2022/7/18 7:24,15069.145021787072,12762.183178126883
2022/7/18 7:26,14936.70748049989,12594.046167655062
2022/7/18 7:28,14442.633873771789,12406.694892282127
2022/7/18 7:30,14465.638784597231,12259.755109074344
2022/7/18 7:32,14885.383738944347,12225.508138150995
2022/7/18 7:34,14781.132707641682,11887.639971144212
2022/7/18 7:36,14187.972351319728,11527.25432350709
2022/7/18 7:38,14448.956337119178,11353.103204221448
2022/7/18 7:40,14176.65398323917,11190.88175967676
2022/7/18 7:42,14462.071751416132,11300.334326544073
2022/7/18 7:44,14514.929034851986,11497.96347572779
2022/7/18 7:46,14384.404278615562,11432.095022362175
2022/7/18 7:48,14015.40372018378,11109.722539212873
2022/7/18 7:50,14015.560276302407,10847.754595080229
2022/7/18 7:52,14323.813948128043,10826.701474399113
2022/7/18 7:54,13991.644996385852,10837.647884867256
2022/7/18 7:56,13805.91681370753,10802.102579047969
2022/7/18 7:58,14326.29909446317,10881.656398872765
2022/7/18 8:00,14181.960457358675,10731.748273489236
2022/7/18 8:02,14183.90412459764,10622.176249396784
2022/7/18 8:04,14014.879195916777,10554.661537492026
2022/7/18 8:06,14029.460512096302,10469.776468457152
2022/7/18 8:08,14052.781426055599,10413.870816675219
2022/7/18 8:10,14106.704220426733,10159.664089745369
2022/7/18 8:12,14456.436533364515,10267.259322079974
2022/7/18 8:14,14247.850028648587,10317.623751422198
2022/7/18 8:16,14136.948616642305,10264.445468323913
2022/7/18 8:18,14140.759846087489,10373.405306368117
2022/7/18 8:20,14463.087361434358,10453.575906774904
2022/7/18 8:22,14482.107722611408,10426.490660276282
2022/7/18 8:24,14070.573899178495,10417.846369940104
2022/7/18 8:26,14447.302906510624,10156.123363056224
2022/7/18 8:28,14516.18681369415,10245.99685422636
2022/7/18 8:30,14261.791592339852,10536.381250670805
2022/7/18 8:32,14412.228462375528,10581.94456570635
2022/7/18 8:34,14496.027020595599,10673.101510146904
2022/7/18 8:36,14727.096742201862,10657.041054651057
2022/7/18 8:38,14525.68294396341,10615.45907575801
2022/7/18 8:40,14231.333720923927,10782.782821687159
2022/7/18 8:42,14336.111871436737,10646.963409168771
2022/7/18 8:44,14233.360822738116,10797.018401500218
2022/7/18 8:46,14773.603954364657,10849.929438902198
2022/7/18 8:48,14828.734065307524,10812.694055169668
2022/7/18 8:50,14873.267860541506,10833.204956631445
2022/7/18 8:52,15244.881642175855,11084.61792557509
2022/7/18 8:54,14920.062381707945,10940.097355198604
2022/7/18 8:56,16384.103882350293,11721.837413146599
2022/7/18 8:58,17365.24356017019,11599.329400207305
2022/7/18 9:00,17718.1051505005,11897.602862925502
2022/7/18 9:02,18185.417224529625,12146.796885211552
2022/7/18 9:04,18862.70354208307,12964.940457349667
2022/7/18 9:06,18225.327255056378,13442.838983965356
2022/7/18 9:08,17521.624972193633,12615.488382073258
2022/7/18 9:10,17095.95282972022,12587.296439706713
2022/7/18 9:12,16258.874059728407,12412.074097645755
2022/7/18 9:14,16362.591033114275,12620.661182975511
2022/7/18 9:16,15296.517858557598,12864.277089318668
2022/7/18 9:18,15059.93042713731,12311.17177454349
2022/7/18 9:20,14804.032282467377,11805.127225212776
2022/7/18 9:22,14832.460383580605,12181.241062423476
2022/7/18 9:24,15157.667678457636,12255.906748402553
2022/7/18 9:26,15551.271210782621,13081.695453132006
2022/7/18 9:28,15074.76720402996,13232.55121543281
2022/7/18 9:30,15042.258881312955,12541.326228134758
2022/7/18 9:32,15351.350559432514,12517.555147816347
2022/7/18 9:34,14461.862632345503,13009.347789735953
2022/7/18 9:36,14683.939357807718,12866.980557599303
2022/7/18 9:38,14593.230337945637,12605.923997565864
2022/7/18 9:40,14867.4996755124,13461.50118488788
2022/7/18 9:42,14388.316388144056,12902.807744992013
2022/7/18 9:44,14818.414852977507,13643.489691038458
2022/7/18 9:46,14703.758452110616,13605.691888692094
2022/7/18 9:48,14408.19164076952,13150.000372452241
2022/7/18 9:50,14261.783425528083,12215.560068184805
2022/7/18 9:52,14139.29415834397,12283.404629621924
2022/7/18 9:54,14247.30028742894,12523.705107274789
2022/7/18 9:56,13958.486442040135,12174.95900726904
2022/7/18 9:58,14370.738763927462,12388.300263878089
2022/7/18 10:00,14319.125070245791,11897.776195683404
2022/7/18 10:02,14385.82789025348,11898.379656172196
2022/7/18 10:04,14734.924641123653,12663.878473925539
2022/7/18 10:06,14500.081566088826,12575.119329656527
2022/7/18 10:08,14334.395671090486,12640.62798764981
2022/7/18 10:10,13987.44502071744,12325.175941663976
2022/7/18 10:12,14151.07127859346,11828.383107252828
2022/7/18 10:14,14090.224493360683,12000.94911125547
2022/7/18 10:16,14057.125223792327,12031.072587200068
2022/7/18 10:18,14025.61508706496,12747.910778984355
2022/7/18 10:20,14155.64894884373,12177.088816938967
2022/7/18 10:22,14220.156244459435,12446.954565390997
2022/7/18 10:24,13959.154446498302,11988.312032560398
2022/7/18 10:26,14312.145503953352,11788.823691747355
2022/7/18 10:28,14076.825565210867,11789.598368141416
2022/7/18 10:30,14488.262806499908,12098.837162288606
2022/7/18 10:32,14363.541501687418,12594.165589864508
2022/7/18 10:34,14074.140928660529,12158.016124341768
2022/7/18 10:36,14371.27614933533,11925.546484761928
2022/7/18 10:38,13829.675263048453,11941.764686894458
2022/7/18 10:40,13868.271856889685,12169.950417400332
2022/7/18 10:42,13562.262799354181,12320.288365938382
2022/7/18 10:44,13694.252673995417,12563.936527780841
2022/7/18 10:46,13619.894664418187,11742.403235276515
2022/7/18 10:48,13374.992211104794,11648.91384745647
2022/7/18 10:50,13806.776830891524,11849.970160680681
2022/7/18 10:52,13423.941197270058,11842.06542689292
2022/7/18 10:54,13290.713311391728,11911.95791928617
2022/7/18 10:56,13440.995606348504,11765.190152510417
2022/7/18 10:58,13611.617815530473,11583.970374011056
2022/7/18 11:00,13481.523817174824,12292.82072160659
2022/7/18 11:02,13820.750453031722,12128.460989508554
2022/7/18 11:04,13739.173223065436,11861.47650064144
2022/7/18 11:06,13457.147306139657,11713.508896004663
2022/7/18 11:08,13475.052167805388,11829.87988260353
2022/7/18 11:10,14022.105195124179,11777.269100729638
2022/7/18 11:12,13554.356842187888,11746.181987794102
2022/7/18 11:14,13576.038295807344,11791.915400558077
2022/7/18 11:16,13443.013752686398,11569.46231478056
2022/7/18 11:18,14206.827633192037,11954.42958722107
2022/7/18 11:20,14074.219330096283,12017.030693334138
2022/7/18 11:22,14011.460867022572,11765.904166893024
2022/7/18 11:24,14449.269629482871,11853.874476825256
2022/7/18 11:26,13814.406417906039,11982.784185929659
2022/7/18 11:28,14461.265483521562,12747.257324208782
2022/7/18 11:30,14309.32873091318,13225.186774205764
2022/7/18 11:32,14179.32759703334,12060.506764277501
2022/7/18 11:34,14231.185890011067,12848.961685282973
2022/7/18 11:36,15074.268145620885,13971.50686378827
2022/7/18 11:38,14788.697008218012,15318.143821666014
2022/7/18 11:40,14580.839150335505,15742.384780474078
2022/7/18 11:42,14571.076334606829,14901.716674961861
2022/7/18 11:44,15046.516562883742,14532.275435718924
2022/7/18 11:46,16077.276546389507,14789.440352106176
2022/7/18 11:48,16069.378142540147,15164.814474971901
2022/7/18 11:50,15421.514103426161,15245.00866463624
2022/7/18 11:52,15345.15565220588,14647.937743269134
2022/7/18 11:54,14922.413348075035,14211.828431918533
2022/7/18 11:56,14972.181000891798,13981.157469267897
2022/7/18 11:58,15089.493141139761,13229.379100551334
2022/7/18 12:00,14760.92489287152,12781.566932403102
2022/7/18 12:02,14433.588146068045,12441.74625105552
2022/7/18 12:04,13911.097243354048,11756.616956684027
2022/7/18 12:06,14299.141940169733,11834.399752202662
2022/7/18 12:08,13871.829236914231,11671.050562810606
2022/7/18 12:10,14444.83133981595,11632.129696980472
2022/7/18 12:12,13927.925327394118,11526.903428446616
2022/7/18 12:14,13767.732636987073,11379.868860663446
2022/7/18 12:16,13686.26598932435,11233.825272332155
2022/7/18 12:18,13733.115778109932,11039.09354535716
2022/7/18 12:20,14164.926373367727,11173.766894557783
2022/7/18 12:22,14012.04739179271,11232.57055766095
2022/7/18 12:24,14107.934334172076,11430.656239909116
2022/7/18 12:26,13548.404301302824,11303.38701350084
2022/7/18 12:28,13406.987625121288,11421.981954526907
2022/7/18 12:30,13068.864296615522,11390.47157259864
2022/7/18 12:32,13116.26902810314,11266.97088946888
2022/7/18 12:34,12956.741627159367,11282.539393610172
2022/7/18 12:36,13153.954445219395,11429.879987348768
2022/7/18 12:38,12972.851466278995,11247.0818553446
2022/7/18 12:40,13156.695021612122,11185.787498718202
2022/7/18 12:42,12998.61121381102,11115.419110674487
2022/7/18 12:44,12836.968138267455,11058.884432696854
2022/7/18 12:46,12962.426864768395,11011.894894122188
2022/7/18 12:48,12956.151331613752,10988.581715046848
2022/7/18 12:50,12914.249558395002,10969.788818202625
2022/7/18 12:52,13010.667614987746,10820.69696887081
2022/7/18 12:54,12881.181424936096,10579.049712033042
2022/7/18 12:56,12874.19130239813,10588.206629829943
2022/7/18 12:58,12943.023857118338,10577.786261185589
2022/7/18 13:00,12849.91016292144,11054.175750184113
2022/7/18 13:02,12858.206923690848,10887.258869897685
2022/7/18 13:04,13073.143725628292,10876.099993776032
2022/7/18 13:06,12940.973443065903,10733.801523325781
2022/7/18 13:08,13129.520864477061,11261.468746174505
2022/7/18 13:10,13193.384941935386,11377.86643619329
2022/7/18 13:12,12911.642941540547,11740.61719857706
2022/7/18 13:14,12903.352390961214,11377.736037148503
2022/7/18 13:16,13004.248152871514,11572.857260581826
2022/7/18 13:18,12941.603814481245,11595.98214491068
2022/7/18 13:20,12989.251258705395,11618.681204078965
2022/7/18 13:22,13262.681240574342,11551.660304214502
2022/7/18 13:24,15545.37609912417,13939.096995822738
2022/7/18 13:26,15674.82564579086,16093.642621631852
2022/7/18 13:28,17344.603115986552,16330.328393524618
2022/7/18 13:30,15763.051668600969,16909.251222280192
2022/7/18 13:32,16367.079869302766,16101.403329856748
2022/7/18 13:34,15841.40196268965,16095.105937328268
2022/7/18 13:36,17217.507740830984,16019.683859533972
2022/7/18 13:38,16197.74354815282,17448.046480800458
2022/7/18 13:40,16611.796726408655,16541.380735043957
2022/7/18 13:42,16832.829587478314,16168.457816866941
2022/7/18 13:44,15809.541547734807,15581.67656981567
2022/7/18 13:46,16505.889195999207,15229.599548711172
2022/7/18 13:48,15847.508317345584,15286.896263346409
2022/7/18 13:50,15544.040752300612,14803.106283512578
2022/7/18 13:52,15204.818420234402,14443.598273492773
2022/7/18 13:54,15466.478472152694,14277.595434814186
2022/7/18 13:56,15258.854555906548,14223.704677050078
2022/7/18 13:58,14924.142456002148,13722.43036684033
2022/7/18 14:00,14760.138827494158,13581.326214188546
2022/7/18 14:02,15022.61765115866,13043.37635234779
2022/7/18 14:04,14554.419335589093,12959.421256127753
2022/7/18 14:06,14486.079389953782,12544.963028396689
2022/7/18 14:08,14376.565678594576,12210.780425333236
2022/7/18 14:10,14501.101576401205,12338.565185362202
2022/7/18 14:12,14452.181249511541,12106.234599920006
2022/7/18 14:14,14334.022264966132,11792.296356909821
2022/7/18 14:16,14148.094161090403,11934.946033459311
2022/7/18 14:18,14199.061640204403,11924.465001108581
2022/7/18 14:20,14510.732190410432,11960.992527768429
2022/7/18 14:22,15085.726162599418,11912.833203580954
2022/7/18 14:24,14938.359524967193,11611.016627198473
2022/7/18 14:26,14707.324650697969,11672.39042333656
2022/7/18 14:28,15217.529627621652,11774.85136917612
2022/7/18 14:30,14964.220277004943,11769.8868241606
2022/7/18 14:32,14914.950336335909,11710.030453059495
2022/7/18 14:34,14686.413333303242,11623.011853586082
2022/7/18 14:36,14686.260269886718,11567.462879600595
2022/7/18 14:38,15045.303849760146,11578.38059310967
2022/7/18 14:40,15926.443654191846,11511.558257303845
2022/7/18 14:42,16023.300112284685,11657.31724543845
2022/7/18 14:44,16012.82085377594,11659.694675272012
2022/7/18 14:46,16255.03578542886,11817.552770195074
2022/7/18 14:48,16449.003885879556,11637.333209323986
2022/7/18 14:50,15751.71867191645,11746.119055845757
2022/7/18 14:52,15736.20476101315,11593.606485714876
2022/7/18 14:54,15956.663691278683,11810.32610115207
2022/7/18 14:56,15611.13061572782,11958.812559255848
2022/7/18 14:58,15569.098406247616,12019.27619155519
2022/7/18 15:00,16141.249844875905,12715.667306829371
2022/7/18 15:02,16531.79878211185,12903.729029335265
2022/7/18 15:04,17014.106922609008,12916.403293317191
2022/7/18 15:06,16923.68923449694,13193.669364963194
2022/7/18 15:08,16934.271559320652,13331.11673683283
2022/7/18 15:10,17351.7694731458,13481.471785278094
2022/7/18 15:12,18444.47102167631,13760.332350813924
2022/7/18 15:14,19043.625238002358,14768.011667112223
2022/7/18 15:16,18574.56866907131,15361.218996316355
2022/7/18 15:18,18941.41693133666,16166.559407342118
2022/7/18 15:20,19204.23465433902,17162.027703888085
2022/7/18 15:22,18738.203908761945,15948.069045928713
2022/7/18 15:24,19372.27673041321,16245.454616036648
2022/7/18 15:26,20154.49139099752,17192.886051147772
2022/7/18 15:28,19396.369072205103,16339.68614730475
2022/7/18 15:30,18454.74502005302,16938.67568848532
2022/7/18 15:32,17249.730960718192,15110.287300549167
2022/7/18 15:34,17010.141133764304,15001.31191056306
2022/7/18 15:36,17197.61287174903,15070.510323149609
2022/7/18 15:38,17012.541465242466,15194.69852837598
2022/7/18 15:40,16762.79762459163,14359.130143936136
2022/7/18 15:42,16088.147817576468,13688.871561905864
2022/7/18 15:44,16627.899196448838,13998.595533818912
2022/7/18 15:46,17246.166414448915,13723.651256429846
2022/7/18 15:48,16703.08149952611,14252.532054318297
2022/7/18 15:50,17339.249765040546,14129.089237257898
2022/7/18 15:52,15933.603750669228,13791.911451438527
2022/7/18 15:54,16709.642974389077,12766.116097998512
2022/7/18 15:56,15737.336812315818,13235.931186415679
2022/7/18 15:58,15982.728791114472,12603.433938218031
2022/7/18 16:00,15793.373470073308,12822.578594462582
2022/7/18 16:02,16970.509969912484,13281.14249944959
2022/7/18 16:04,16171.359976255604,12927.929274235561
2022/7/18 16:06,16024.173283123338,13520.721835498824
2022/7/18 16:08,16037.317605462133,13889.13088996155
2022/7/18 16:10,15894.658864314775,14825.500854065174
2022/7/18 16:12,16129.554947023353,14935.98861083536
2022/7/18 16:14,15649.151632078949,15003.717414986415
2022/7/18 16:16,15704.907433983484,14716.17770236899
2022/7/18 16:18,15944.360895138583,14942.676062739076
2022/7/18 16:20,16397.304320542895,16055.965836940994
2022/7/18 16:22,15727.8122807744,15221.857846662777
2022/7/18 16:24,16992.373359778136,14868.1856033061
2022/7/18 16:26,15472.161681436348,14638.890744918917
2022/7/18 16:28,16315.882935011245,14703.085069192648
2022/7/18 16:30,15936.472955916508,14474.805026866472
2022/7/18 16:32,15654.925488856798,14117.858701539199
2022/7/18 16:34,15447.730226124906,13010.770879878073
2022/7/18 16:36,15133.446518627245,13173.58936318681
2022/7/18 16:38,15995.228796666288,12866.092716260508
2022/7/18 16:40,15548.699728181356,12410.983870962198
2022/7/18 16:42,15246.628178532186,11946.375233435774
2022/7/18 16:44,15872.697409694794,12046.259380251035
2022/7/18 16:46,15950.593665492046,12251.682277279877
2022/7/18 16:48,16041.313937812263,12200.44917650963
2022/7/18 16:50,16047.412647144385,12053.353058212953
2022/7/18 16:52,15407.962662145886,11804.464507432987
2022/7/18 16:54,16124.966268950755,11694.230299954103
2022/7/18 16:56,15562.935531181805,11746.180472250697
2022/7/18 16:58,15242.559286998163,11722.988916811359
2022/7/18 17:00,15328.336960937791,11765.079966148825
2022/7/18 17:02,15514.898832709301,11677.605985819167
2022/7/18 17:04,15495.712979281408,11784.467458436993
2022/7/18 17:06,14876.634598146311,11851.592392641534
2022/7/18 17:08,14905.57445904556,11819.028778179758
2022/7/18 17:10,14850.026591066246,11846.572989861852
2022/7/18 17:12,15391.382820251365,11912.259478950831
2022/7/18 17:14,15214.7891557789,11881.12244773641
2022/7/18 17:16,14901.190241184657,11863.637085538758
2022/7/18 17:18,15304.634151069247,11786.822601260918
2022/7/18 17:20,15194.77329600004,11772.411742506072
2022/7/18 17:22,16370.410370915688,12487.681711468162
2022/7/18 17:24,15733.910135900547,12313.423943610484
2022/7/18 17:26,15442.80031404554,12074.8665221412
2022/7/18 17:28,15991.937844095766,12203.517713546424
2022/7/18 17:30,15944.86521101976,12192.480925020342
2022/7/18 17:32,16048.28398513379,12212.359037816439
2022/7/18 17:34,16138.229444648341,12428.892764891434
2022/7/18 17:36,15899.437889396479,12533.740499103746
2022/7/18 17:38,15488.038512415778,12322.417902076784
2022/7/18 17:40,16079.009592292925,12396.231975579061
2022/7/18 17:42,16432.79188626791,13038.300662361018
2022/7/18 17:44,15944.223648775329,13207.023513225082
2022/7/18 17:46,16174.96220791064,12871.196718296344
2022/7/18 17:48,16041.245057422935,14129.290796166206
2022/7/18 17:50,14080.770578248861,14015.01165692954
2022/7/18 17:52,14135.827302785432,14265.478059526868
2022/7/18 17:54,14899.30665757725,14016.53683325828
2022/7/18 17:56,15407.960849366855,14769.527929232585
2022/7/18 17:58,15242.11729043572,13328.025963425662
2022/7/18 18:00,15329.064658880376,13349.477447702548
2022/7/18 18:02,15041.37215406377,13603.082502679757
2022/7/18 18:04,15275.770779123366,13495.893855753924
2022/7/18 18:06,15720.717242064828,13310.761821535552
2022/7/18 18:08,15339.33605768298,13580.447105185562
2022/7/18 18:10,15942.587088987655,13442.949876591247
2022/7/18 18:12,15344.840545180798,12808.176394895641
2022/7/18 18:14,15144.403859766344,12904.559101012337
2022/7/18 18:16,15062.22920316674,12792.19490332545
2022/7/18 18:18,15167.048841407508,12188.808086580137
2022/7/18 18:20,15044.11552494943,11434.021215426343
2022/7/18 18:22,15782.477344554134,11509.771559250577
2022/7/18 18:24,15859.80397991639,11325.59478022803
2022/7/18 18:26,15281.308284326615,11547.215538426595
2022/7/18 18:28,15298.410202698858,11277.843380841896
2022/7/18 18:30,14966.56985978364,11022.182507193504
2022/7/18 18:32,15025.042754023001,10957.598613242903
2022/7/18 18:34,15422.656554626288,10941.15833316687
2022/7/18 18:36,15457.45194946011,10972.142203001938
2022/7/18 18:38,15355.17729331966,11159.431262533519
2022/7/18 18:40,15505.984720485712,10999.598260641264
2022/7/18 18:42,15729.239733586148,10731.810376532734
2022/7/18 18:44,15077.664615297024,10712.253033010376
2022/7/18 18:46,15124.13061593922,11362.41024212776
2022/7/18 18:48,15125.076884916349,11149.797744504269
2022/7/18 18:50,15100.184126216749,11205.012093206145
2022/7/18 18:52,15025.477828286408,11566.509854580796
2022/7/18 18:54,15153.496257186238,11705.88625934758
2022/7/18 18:56,15182.721696063412,11830.039415037068
2022/7/18 18:58,14852.889180836995,11832.762506549856
2022/7/18 19:00,15073.432911231404,11948.492002599776
2022/7/18 19:02,15003.965008764004,12006.380211941309
2022/7/18 19:04,14789.972574269521,12212.05311270129
2022/7/18 19:06,14831.538212460215,12805.764567426842
2022/7/18 19:08,14746.473115770139,12660.851058656364
2022/7/18 19:10,14707.924068436389,12761.704242453141
2022/7/18 19:12,14583.240986611432,13498.561441272876
2022/7/18 19:14,14549.211471063429,13867.204023750368
2022/7/18 19:16,14475.200652067866,13661.71144828871
2022/7/18 19:18,14681.897409580388,13866.885944677964
2022/7/18 19:20,14704.801486798906,13746.26762919298
2022/7/18 19:22,14544.845546583972,13403.80464445895
2022/7/18 19:24,14780.840150800612,14015.509462425409
2022/7/18 19:26,14930.375964724997,14864.299674717555
2022/7/18 19:28,14740.828655016709,13468.110858280445
2022/7/18 19:30,14738.4164325112,12797.38419694913
2022/7/18 19:32,14802.994727349873,12977.874404164984
2022/7/18 19:34,14914.441968152318,13830.438617570107
2022/7/18 19:36,14798.382953324857,14118.684955783148
2022/7/18 19:38,14852.377867713074,14207.469639259383
2022/7/18 19:40,15254.202747209018,13398.67644300638
2022/7/18 19:42,15668.80727186313,12737.958596046285
2022/7/18 19:44,15126.94192179049,14394.34843747801
2022/7/18 19:46,15181.649235852683,14086.50766667385
2022/7/18 19:48,15196.921453449335,13366.521266402831
2022/7/18 19:50,15224.619008998689,12642.74943549174
2022/7/18 19:52,15264.815355478726,12195.751746867105
